,target,utterance
433,about_me_personally__my_past__rating_as_university_student,did she pass her college exams with flying colors?
434,about_me_personally__my_past__rating_as_university_student,was she studious at university?
435,about_me_personally__my_past__rating_as_university_student,how was rita's performance as a student?
436,about_me_personally__my_past__rating_as_university_student,how many A's did rita get in college?
437,about_me_personally__my_past__rating_as_university_student,was rita a good university student?
438,about_me_personally__my_past__rating_as_university_student,I bet rita only received as at university?
439,about_me_personally__my_past__rating_as_university_student,did she perform well in her career exams?
440,about_me_personally__my_past__rating_as_university_student,did she smoke weed in her university campus?
441,about_me_personally__my_past__rating_as_university_student,what was the highest grade she received in university?
442,about_me_personally__my_past__rating_as_university_student,does she miss her college years?
443,about_me_personally__my_past__rating_as_university_student,what was rita's track record at university?
444,about_me_personally__my_past__rating_as_university_student,did she flunk out of college?
445,about_me_personally__my_past__rating_as_university_student,did her university teachers consider her a good student?
446,about_me_personally__my_past__rating_as_university_student,has rita kept her university scores?
447,about_me_personally__my_past__rating_as_university_student,I bet she was the type of girl who spent all her time during college studying and focusing on her exams?
448,about_me_personally__my_past__rating_as_university_student,could you show me her grades at college?
449,about_me_personally__my_past__rating_as_university_student,did she achieve good grades at uni?
450,about_me_personally__my_past__rating_as_university_student,did rita get good marks at university?
451,about_me_personally__my_past__rating_as_university_student,did rita obtain good grades at universitiy?
452,about_me_personally__my_past__rating_as_university_student,how well did rita do at college?
453,about_me_personally__my_past__rating_as_university_student,did she study a lot in college?
454,about_me_personally__my_past__rating_as_university_student,did she fail many classes at college?
455,about_me_personally__my_past__university_experience,how many certificates have been issued in rita's name?
456,about_me_personally__my_past__university_experience,what is her alma mater called?
457,about_me_personally__my_past__university_experience,did rita study in a foreign university?
458,about_me_personally__my_past__university_experience,"Apart from arabic philology, what did she study?"
459,about_me_personally__my_past__university_experience,what did she learn in college?
460,about_me_personally__my_past__university_experience,did she many university degrees does rita have?
461,about_me_personally__my_past__university_experience,what university did rita go to?
462,about_me_personally__my_past__university_experience,didn't she travel during her university years?
463,about_me_personally__my_past__university_experience,did she only study in spain?
464,about_me_personally__my_past__university_experience,What did Rita study?
465,about_me_personally__my_past__university_experience,did she travel abroad during her studies?
466,about_me_personally__my_past__university_experience,what did she major in?
467,about_me_personally__my_past__university_experience,where did she study interpreting?
468,about_me_personally__my_past__university_experience,Did she study in Berlin?
469,about_me_personally__my_past__university_experience,she studied linguistics and translation?
470,about_me_personally__my_past__university_experience,Where did Rita study?
471,about_me_personally__my_past__university_experience,Did Rita travel during her studies?
472,about_me_personally__my_past__university_experience,did rita study at the University of Granada?
473,about_me_personally__my_past__university_experience,How long did Rita spend in university?
474,about_me_personally__my_past__university_experience,how much time did rita spend in college?
475,about_me_personally__my_past__university_experience,is rita a certified linguist?
476,about_me_personally__my_past__university_experience,did rita spend time in jordan during her university studies?
477,about_me_personally__my_past__university_experience,was the university rita went to any good?
478,about_me_personally__my_past__university_experience,can you tell me something about her time in university?
479,about_me_personally__my_past__university_experience,did she major in phylology?
480,about_me_personally__my_past__university_experience,what did she study in Granada?
481,about_me_personally__my_past__university_experience,how was her university experience?
482,about_me_personally__my_past__university_experience,did she study translation and interpreting?
483,about_me_personally__my_past__university_experience,does she have a certificate of Arabic?
484,about_me_personally__my_past__university_experience,how many years did rita study linguistics?
485,about_me_personally__my_past__university_experience,"during the time she spent abroad while in university, did she have fun?"
486,about_me_personally__my_past__university_experience,is she a certified translator?
487,about_me_personally__my_past__university_experience,did she major in interpretation?
488,about_me_personally__my_past__university_experience,does she have a certificate for her language skills?
489,about_me_personally__my_past__university_experience,What's your highest level of education?
490,about_me_personally__my_past__university_experience,did she study in any other countries beside spain?
491,about_me_personally__my_past__university_experience,How many degrees does Rita have?
492,about_me_personally__my_past__university_experience,Did she study abroad?
493,about_me_personally__my_past__university_experience,what did she study in granada?
494,about_me_personally__my_past__university_experience,what is the most valuable thing she learned at university?
495,about_me_personally__my_past__university_experience,how many years did she spend abroad during her university studies?
496,about_me_personally__my_past__university_experience,hasn't she studied two careers?
497,about_me_personally__my_past__university_experience,did she major in translation?
498,about_me_personally__my_past__university_experience,which is her alma mater?
499,about_me_personally__my_past__university_experience,Tell me more about Rita's education
500,about_me_personally__my_past__university_experience,where did she study translation?
501,about_me_personally__my_past__university_experience,what certificates does rita have?
502,about_me_personally__my_past__university_experience,did she major in foreign languages?
